Index;DatumUpdate;Huisnr;Huislet;Huisnrtoe;Postcode;Plaats;Telnr;Mobnr;Kvknr;Vestigingsnr;Rsin;Btwnr;Ibannr;Objective 1;Objective 2;Objective 3;
85;2;4;3;3;4;1;9;0;8;12;9;13;0;0.9227106227106228;4.0;6.0;
86;2;4;3;3;2;2;10;0;8;9;9;12;0;0.9184981684981685;4.0;6.0;
87;2;4;3;3;6;1;9;0;8;10;9;11;0;0.9245421245421247;4.0;4.0;
88;2;4;3;3;5;2;10;0;8;9;9;11;0;0.9514652014652014;4.0;4.0;
89;2;4;3;3;3;1;9;0;8;11;9;12;0;0.897985347985348;4.0;6.0;
90;2;4;3;3;6;1;9;0;8;8;9;13;0;0.9227106227106228;4.0;6.0;
91;2;4;3;3;6;2;9;0;8;9;9;11;0;0.9565934065934066;4.0;4.0;
92;2;4;3;3;3;1;10;0;8;8;9;14;0;0.8974358974358974;4.0;10.0;
93;2;4;3;3;5;2;10;0;8;8;9;12;0;0.9505494505494505;4.0;6.0;
94;2;4;3;3;3;2;10;0;8;12;9;13;0;0.9560439560439561;4.0;6.0;
95;2;4;3;3;1;1;9;0;8;11;9;13;0;0.8778388278388279;4.0;1.0;
96;2;4;3;3;4;1;9;0;8;10;9;14;0;0.9153846153846155;4.0;10.0;
97;2;4;3;3;4;1;9;0;8;11;9;11;0;0.9053113553113553;4.0;4.0;
98;2;4;3;3;4;1;9;0;8;11;9;11;0;0.9053113553113553;4.0;4.0;
99;2;4;3;3;2;2;10;0;8;8;9;12;0;0.912087912087912;4.0;6.0;
100;2;4;3;3;1;2;9;0;8;11;9;14;0;0.9217948717948717;4.0;1.0;
