Index;DatumUpdate;Huisnr;Huislet;Huisnrtoe;Postcode;Plaats;Telnr;Mobnr;Kvknr;Vestigingsnr;Rsin;Btwnr;Ibannr;Objective 1;Objective 2;Objective 3;
58;2;4;3;3;3;1;9;0;8;8;9;14;0;0.8897435897435897;4.0;10.0;
59;2;4;3;3;5;2;10;0;8;8;9;14;0;0.9615384615384615;4.0;28.0;
60;2;4;3;3;4;1;10;0;8;10;9;13;0;0.9175824175824178;4.0;6.0;
61;2;4;3;3;6;2;9;0;8;11;9;13;0;0.9804029304029304;5.0;6.0;
62;2;4;3;3;2;2;9;0;8;11;9;12;0;0.9236263736263737;4.0;6.0;
63;2;4;3;3;1;2;9;0;8;12;9;11;0;0.9117216117216118;4.0;1.0;
64;2;4;3;3;3;2;10;0;8;11;9;11;0;0.9386446886446886;4.0;4.0;
65;2;4;3;3;2;1;9;0;8;11;9;12;0;0.8851648351648352;4.0;6.0;
66;2;4;3;3;6;1;9;0;8;8;9;11;0;0.9117216117216118;4.0;4.0;
67;2;4;3;3;6;1;10;0;8;10;9;11;0;0.9322344322344324;4.0;4.0;
68;2;4;3;3;6;1;10;0;8;10;9;12;0;0.9377289377289378;4.0;6.0;
69;2;4;3;3;4;2;10;0;8;10;9;13;0;0.9560439560439562;4.0;6.0;
70;2;4;3;3;3;1;10;0;8;10;9;13;0;0.9047619047619049;4.0;6.0;
71;2;4;3;3;2;2;9;0;8;10;9;14;0;0.9282051282051283;4.0;28.0;
72;2;4;3;3;3;2;9;0;8;10;9;11;0;0.9245421245421247;4.0;4.0;
73;2;4;3;3;4;2;9;0;8;12;9;13;0;0.9611721611721612;4.0;6.0;
74;2;4;3;3;6;2;9;0;8;9;9;11;0;0.9565934065934066;4.0;4.0;
75;2;4;3;3;6;1;9;0;8;9;9;11;0;0.9181318681318682;4.0;4.0;
76;2;4;3;3;3;2;9;0;8;8;9;12;0;0.9172161172161173;4.0;6.0;
77;2;4;3;3;1;2;10;0;8;10;9;12;0;0.9120879120879123;4.0;1.0;
78;2;4;3;3;1;2;10;0;8;8;9;12;0;0.8992673992673994;4.0;1.0;
79;2;4;3;3;6;1;9;0;8;11;9;12;0;0.9364468864468865;4.0;6.0;
80;2;4;3;3;4;2;9;0;8;8;9;13;0;0.9355311355311355;4.0;6.0;
81;2;4;3;3;6;1;9;0;8;9;9;11;0;0.9181318681318682;4.0;4.0;
82;2;4;3;3;6;2;10;0;8;11;9;12;0;0.9826007326007326;5.0;6.0;
83;2;4;3;3;5;1;9;0;8;11;9;13;0;0.9291208791208792;4.0;6.0;
84;2;4;3;3;3;2;9;0;8;9;9;12;0;0.9236263736263737;4.0;6.0;
85;2;4;3;3;6;2;9;0;8;10;9;14;0;0.9794871794871796;5.0;28.0;
86;2;4;3;3;6;2;9;0;8;12;9;13;0;0.9868131868131869;5.0;6.0;
87;2;4;3;3;2;1;10;0;8;11;9;14;0;0.9038461538461539;4.0;10.0;
88;2;4;3;3;2;1;10;0;8;12;9;12;0;0.8992673992673992;4.0;6.0;
89;2;4;3;3;4;2;10;0;8;10;9;11;0;0.9450549450549453;4.0;4.0;
90;2;4;3;3;1;2;10;0;8;10;9;14;0;0.9230769230769232;4.0;1.0;
91;2;4;3;3;4;1;10;0;8;9;9;13;0;0.9111721611721613;4.0;6.0;
92;2;4;3;3;4;2;10;0;8;9;9;13;0;0.9496336996336997;4.0;6.0;
93;2;4;3;3;3;2;10;0;8;8;9;11;0;0.9194139194139195;4.0;4.0;
94;2;4;3;3;5;2;9;0;8;10;9;11;0;0.9501831501831504;4.0;4.0;
95;2;4;3;3;6;2;10;0;8;11;9;12;0;0.9826007326007326;5.0;6.0;
96;2;4;3;3;3;1;9;0;8;9;9;11;0;0.8796703296703298;4.0;4.0;
97;2;4;3;3;1;1;10;0;8;11;9;14;0;0.8910256410256411;4.0;1.0;
98;2;4;3;3;2;2;9;0;8;12;9;13;0;0.9355311355311356;4.0;6.0;
99;2;4;3;3;5;1;10;0;8;10;9;14;0;0.9358974358974359;4.0;10.0;
100;2;4;3;3;5;1;9;0;8;11;9;13;0;0.9291208791208792;4.0;6.0;
