Index;DatumUpdate;Huisnr;Huislet;Huisnrtoe;Postcode;Plaats;Telnr;Mobnr;Kvknr;Vestigingsnr;Rsin;Btwnr;Ibannr;Objective 1;Objective 2;Objective 3;
68;2;4;3;3;1;2;10;0;8;10;9;12;0;0.8333333333333334;4.0;1.0;
69;2;4;3;3;4;2;9;0;8;12;9;11;0;0.8153846153846154;4.0;6.0;
70;2;4;3;3;6;1;10;0;8;10;9;14;0;0.8846153846153846;5.0;10.0;
71;2;4;3;3;6;2;9;0;8;11;9;11;0;0.8269230769230769;4.0;4.0;
72;2;4;3;3;5;2;10;0;8;9;9;11;0;0.8500000000000001;4.0;4.0;
73;2;4;3;3;6;1;10;0;8;11;9;13;0;0.8782051282051282;5.0;6.0;
74;2;4;3;3;3;2;9;0;8;12;9;12;0;0.8256410256410257;4.0;6.0;
75;2;4;3;3;5;1;10;0;8;9;9;13;0;0.8243589743589743;4.0;6.0;
76;2;4;3;3;6;2;10;0;8;8;9;12;0;0.8717948717948718;4.0;6.0;
77;2;4;3;3;4;2;9;0;8;11;9;13;0;0.8474358974358973;4.0;6.0;
78;2;4;3;3;1;2;9;0;8;12;9;11;0;0.7692307692307693;4.0;1.0;
79;2;4;3;3;2;2;9;0;8;10;9;11;0;0.7461538461538461;4.0;4.0;
80;2;4;3;3;5;2;9;0;8;8;9;11;0;0.7538461538461539;4.0;4.0;
81;2;4;3;3;3;1;9;0;8;10;9;12;0;0.7102564102564103;4.0;6.0;
82;2;4;3;3;1;2;10;0;8;10;9;13;0;0.8589743589743589;4.0;1.0;
83;2;4;3;3;2;1;10;0;8;12;9;13;0;0.8358974358974358;4.0;6.0;
84;2;4;3;3;5;2;9;0;8;10;9;13;0;0.8435897435897436;4.0;6.0;
85;2;4;3;3;6;1;10;0;8;9;9;12;0;0.8141025641025641;4.0;6.0;
86;2;4;3;3;1;1;10;0;8;9;9;14;0;0.7884615384615384;4.0;1.0;
87;2;4;3;3;5;2;9;0;8;8;9;12;0;0.7794871794871796;4.0;6.0;
88;2;4;3;3;3;1;9;0;8;12;9;11;0;0.7230769230769231;4.0;6.0;
89;2;4;3;3;2;2;9;0;8;9;9;11;0;0.7269230769230769;4.0;4.0;
90;2;4;3;3;6;2;9;0;8;8;9;12;0;0.7948717948717949;4.0;6.0;
91;2;4;3;3;2;1;9;0;8;10;9;13;0;0.7205128205128205;4.0;6.0;
92;2;4;3;3;6;1;9;0;8;8;9;13;0;0.7435897435897435;4.0;6.0;
93;2;4;3;3;6;2;10;0;8;10;9;14;0;0.9615384615384616;5.0;28.0;
94;2;4;3;3;2;1;10;0;8;9;9;13;0;0.7782051282051281;4.0;6.0;
95;2;4;3;3;1;2;9;0;8;8;9;13;0;0.7435897435897435;4.0;1.0;
96;2;4;3;3;6;1;10;0;8;11;9;11;0;0.8269230769230769;4.0;4.0;
97;2;4;3;3;2;1;9;0;8;9;9;14;0;0.7269230769230769;4.0;10.0;
98;2;4;3;3;2;2;9;0;8;8;9;11;0;0.7076923076923076;4.0;4.0;
99;2;4;3;3;3;2;9;0;8;12;9;12;0;0.8256410256410257;4.0;6.0;
100;2;4;3;3;4;1;10;0;8;9;9;13;0;0.8089743589743589;4.0;6.0;
